ID	10 CN A	102 CN A	12 CN A	13 CN A	16 CN A	19 CN A	22 CN A	3 CN A	45 CN A	51 CN A	59 CN A	60 CN A	62 CN A	7 CN A	9 CN A	HC102 CN A	HC103 CN A	HC105 CN A	HC52 CN A	HC53 CN A	HC55 CN A	HC57 CN A	HC61 CN A	HC62 CN A	HC65 CN A	HC66 CN A	HC68 CN A	HC69 CN A	HC71 CN A	HC72 CN A	HC73 CN A	HC74 CN A	HC76 CN A	HC80 CN A	HC81 CN A	HC82 CN A	HC83 CN A	HC86 CN A
22898	3.2544136E-5	0.18977863	0.21732706	0.58185184	0.49269295	0.016414702	0.0022586584	0.7687278	0.007873654	0.08043742	0.13734889	0.0	4.377365E-4	0.24309754	0.87042814	6.8068504E-5	0.24560273	0.0018643737	0.7596323	0.33030647	0.1761769	0.8974478	1.66893E-5	0.4694445	0.0028922558	0.4007575	0.062478602	0.013724804	0.0	0.54767036	0.090348125	0.8956015	0.8940898	0.59642553	0.15900356	0.11222482	0.0074870586	0.6928365
22899	0.68878233	0.104894996	0.6317121	0.68878233	0.6547224	0.6125587	0.49122584	0.6779037	0.68878233	0.68878233	0.68878233	0.43488455	0.68878233	0.34908044	0.18999517	0.68878233	0.12033212	0.68878233	0.021906018	0.0043602586	1.0728836E-6	0.0	0.6031564	0.33686483	0.68878233	6.556511E-7	0.0	0.009892225	3.0994415E-6	0.41838366	1.1879206E-4	0.49722266	0.22816253	0.6458598	0.5791338	0.0	0.4810003	0.5633104
229	0.62009895	0.65230167	0.65230167	0.65230167	0.4140768	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.65230167	0.6138427	0.45061898	0.65230167	0.46339774	0.25430757	0.20672798	0.3402475	0.21712208	0.02288878	0.12733376	0.65230167	0.65230167	0.1884628	0.65230167	1.6254187E-4	0.65230167	0.07418579	0.3481803	0.65230167	0.08435714	0.65230167	0.65230167
2290	0.9554614	0.77159137	0.9554614	0.9554614	0.9554614	0.9554614	0.4325093	0.9554614	0.9519761	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9172153	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.8366257	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9554614	0.9493599	0.9554614	0.9554614	0.9554614	0.9554614	0.94334626
22900	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22902	0.09614563	0.6562192	0.72910404	0.641199	0.7755222	0.93972784	0.97401553	0.07426751	0.023795605	0.1425749	0.48150635	0.015447319	0.7989572	0.6614153	0.0074804425	0.88514435	0.07010734	0.012220085	0.29518902	0.9794865	0.91156566	0.5938039	0.99137837	0.0064023137	0.12134254	0.9611987	0.0426383	0.6930617	3.6418438E-5	0.014606297	0.033376873	3.3718348E-4	6.3347816E-4	0.14909619	0.44963825	6.930828E-4	0.79612684	5.286932E-5
22903	0.40781617	0.47494638	0.6020291	0.4539802	0.60799766	0.6106212	0.52935386	0.46402383	0.4779898	0.41946983	0.6107793	0.3715186	0.5322362	0.34223294	0.49602437	0.34477365	0.3830701	0.26487577	0.26206172	0.71172464	0.51064014	0.5061548	0.5024618	0.35840958	0.30309856	0.56823766	0.16114688	0.48966587	0.28363258	0.45497143	0.3195169	0.11598939	0.49711984	0.31655473	0.30319196	0.47530562	0.6629197	0.121112525
22904	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22905	0.23416859	0.3472637	0.60712063	0.6160946	0.6160946	0.5906167	0.6160946	0.5113139	0.6160946	0.52105	0.6160946	0.32029343	0.40441757	0.32127583	0.6160946	0.21818513	0.6160946	0.33438128	0.053518116	0.22848386	0.6160946	0.19180876	0.6160946	0.045983016	0.06890267	0.39405596	0.08122271	0.15515572	0.17794865	0.10395402	0.07633084	0.0028700829	0.23156738	0.072155535	0.024931192	0.44174516	0.358011	7.236004E-5
22906	0.11479086	0.22638583	0.45398116	0.3060242	0.13262594	0.0468027	0.0015618205	0.32027793	0.33534312	0.31232882	0.30176556	0.45425498	0.08065468	0.37257075	0.07590866	0.10940528	0.30504602	0.35259426	0.5493649	0.119297326	0.0043910146	0.7161397	0.06923342	0.041139066	0.07910001	0.49943674	0.1922527	0.0999434	0.1166178	0.354241	0.024965048	0.5523677	0.8449979	0.4988349	0.28053045	0.25908387	0.113263726	0.43654412
22907	0.9335419	0.69596654	0.6433144	0.96021265	0.23744035	0.94217694	0.6349155	0.45101237	0.63810277	0.90713876	0.91205436	0.9196882	0.9718816	0.7903175	0.99106723	0.8211614	0.54017806	0.1791045	0.6685064	0.51054865	0.68484795	0.12476647	0.2272898	0.2805733	0.65092474	0.6261898	0.4342469	0.9442345	0.87865454	0.12016845	0.77904487	0.69541645	0.8582864	0.54911315	0.8404414	0.9727095	0.83351195	0.5547933
22908	0.16148216	0.36525333	0.3327737	0.15615308	0.67591095	0.30603886	0.44266117	0.42091453	0.10565221	0.18790537	0.123461604	0.25094414	0.71238446	0.600148	0.23303258	0.45819896	0.1598804	0.65009075	0.39081037	0.26926202	0.53838086	0.7490541	0.3982178	0.047722936	0.36320138	0.52567756	0.62459815	0.5707221	0.37802064	0.15760028	0.31848204	0.3552423	0.537497	0.37931192	0.08779824	0.80811673	0.24227065	0.2011348
22909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22911	1.0	1.0	0.99999994	0.999999	0.002806425	1.0	1.0	0.9999999	1.0	1.0	1.0	1.0	1.0	0.99999934	1.0	1.0	0.46820366	0.9999838	1.0	1.0	0.99999857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99999946	0.99981594	1.0	0.99839056	0.9999999	1.0	1.0	0.4006787
22913	0.03266996	0.1640135	0.22671866	0.43336403	0.8865066	0.018433213	0.05791825	0.30745798	0.228032	0.43443453	0.0012700558	0.10504997	0.018280089	0.11478603	0.6523807	0.013792396	0.15153873	0.5748198	0.071819484	0.57844186	0.28797215	1.5318394E-5	0.08941531	0.060695887	0.079209566	0.11111069	0.0031660795	0.43245465	2.6226044E-5	0.7918272	0.089250505	0.0024325252	0.10807502	0.012518823	0.038846612	0.6533602	0.1407116	0.18087077
22914	0.660107	0.0	0.79470664	0.79470664	0.41566455	0.39413512	0.13803917	0.79470664	0.79470664	0.79470664	0.79470664	0.79470664	0.79470664	0.0	0.79470664	0.27029777	0.042073548	0.79470664	0.065105855	0.10574913	0.0284819	0.099425614	0.7767628	0.79470664	0.17850131	0.4489724	0.42621577	2.2411346E-5	1.9526482E-4	0.79470664	0.031668246	0.79470664	0.08682376	0.79470664	0.79470664	0.79470664	0.79470664	0.79470664
22915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22916	0.07912171	0.87916565	0.3709219	4.3040514E-4	0.51832163	0.039102376	0.30536902	0.089591146	0.048606217	6.1166286E-4	0.14974952	0.008924246	0.060854197	0.7991357	0.0031745434	0.49317217	0.07874143	0.03235054	0.13016969	0.26535243	0.50219613	0.62192804	0.14986569	0.156304	0.44445026	0.18752623	0.643541	0.17468101	0.93115485	0.527241	0.7812129	0.6790006	0.69090134	0.6929699	0.63010323	0.14112675	0.42650038	0.93115485
22918	2.2649765E-6	0.43215066	0.15877306	0.588284	0.588284	0.2145729	0.023034215	0.588284	0.08279985	0.588284	6.787181E-4	0.010686338	0.29375064	0.17419654	0.588284	0.0	0.48241055	0.45043075	0.588284	0.588284	0.4866588	0.56156814	0.014168322	0.4133948	0.3172881	0.55249584	0.588284	0.11119139	3.5762787E-6	0.588284	0.588284	0.588284	0.047044158	0.588284	0.01589334	0.028848171	0.04390788	0.588284
22919	0.061889708	0.22608232	0.18206441	0.055447996	0.5047233	0.024607718	0.04584813	0.92252177	0.5259083	0.0011925101	0.38326883	0.6628829	0.0022181869	0.891578	0.65073854	0.0070782304	0.22404546	0.1268841	0.027912617	0.9364874	0.26625472	0.6845614	0.12199044	0.9670549	0.24115157	0.12057972	0.2685442	0.031380236	0.38270903	0.92695296	0.34944677	0.88298285	0.50039244	0.62008584	0.4661203	0.55380464	0.25888973	0.74370724
22920	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22921	0.9614481	0.92659765	0.098210454	0.011176825	0.40500098	0.5274156	0.7964489	0.026258886	0.1348815	0.6011911	0.050937295	0.40926588	0.3991431	0.61338484	5.9604645E-7	0.87935185	0.32307452	0.71040285	0.2791971	0.00234133	0.51659155	0.2860219	0.47278315	0.3777318	0.42820632	0.57673705	0.02356273	0.24857318	0.61539316	0.004082203	0.0014036298	0.050703168	0.39610922	0.22530437	0.12450582	0.9134706	0.37669432	0.0020058155
22924	0.68640566	0.68640566	0.68640566	0.68640566	0.44177878	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.28932524	0.00789386	0.68640566	0.6283859	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.68640566	0.35718203	0.68640566	0.68640566	0.68640566	0.68640566	0.6830953	0.68640566	0.68640566	0.07043016	0.68640566	0.68640566	0.33777964
22925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22926	0.08360678	0.10151571	0.22978896	0.1683706	0.31928766	0.24096954	0.114733875	0.0031419992	0.0030302405	0.006745875	4.4208765E-4	0.003576398	0.01646614	0.11320901	0.012722373	0.0022798777	0.62307036	0.6302841	0.37322915	0.37376076	0.12491828	0.2832002	3.4099817E-4	0.47559148	0.16080832	0.3627026	0.6302841	0.6302841	0.6302841	0.4477809	0.6302841	0.5596601	0.004619539	0.6302841	0.11781013	0.3957559	0.45588666	0.30490947
22927	0.8010989	0.7355723	0.69232774	0.60707533	0.48388565	0.78090477	0.79095745	0.8010989	0.77704406	0.7617102	0.8010989	0.75740266	0.8010989	0.72777224	0.73270214	0.79199487	0.64056134	0.4677254	0.7306344	0.7209698	0.54664755	0.7830227	0.8010989	0.7046128	0.7275635	0.7695738	0.7735983	0.70297396	0.76478136	0.605816	0.8010989	0.5393133	0.5522933	0.8010989	0.6222663	0.8010989	0.6950807	0.695099
22928	0.9725969	0.619959	0.6566421	0.74910605	0.9327401	0.9980245	0.96752346	0.31029493	0.61010563	0.08688301	0.3211043	0.8826978	0.8481436	0.99430203	0.5375283	0.15556401	0.9896957	0.0023770928	0.82410157	0.8190514	1.4400482E-4	0.9989233	0.8158989	0.35264528	0.9968141	0.97373855	0.50716865	0.9934326	0.59636277	0.98705286	0.9506256	0.98215616	0.99509454	0.9745812	0.99756515	0.99580574	0.99503183	0.9931876
22929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22930	0.5586744	0.05122286	0.16533923	0.17915285	0.07492769	0.38844764	0.6577506	0.0039391518	0.033093452	0.62701166	0.42131925	0.077881575	0.3832969	0.37255734	0.0073831677	0.4452194	0.15570849	0.3725716	0.44710624	0.0	0.31978625	0.004491389	0.011329114	1.3828278E-5	0.29194748	0.0	0.1169886	0.0056380033	1.7285347E-6	3.117323E-5	2.2643805E-4	0.29072338	0.0	0.06758553	0.012597978	0.33172625	0.15005964	0.010531008
22932	0.7245078	0.7245078	0.34748155	0.2263676	0.7245078	0.3989674	0.2802596	0.10721779	0.5578055	0.08119404	0.42475474	0.03665483	0.53789496	0.4649279	0.31948376	0.64457476	0.4655031	0.5334803	0.36578155	0.14711356	0.23902845	0.31476676	0.35308802	0.45592064	0.7245078	0.22933704	0.37915957	0.6568717	0.21945262	0.40190738	0.3745479	0.50264025	0.096468806	0.5140202	0.7245078	0.5781581	0.7245078	0.7245078
22933	0.014682174	0.023641288	0.54492986	0.48485196	0.932006	0.69063115	0.87658346	5.9604645E-8	9.291172E-4	0.2935866	0.0030139685	0.033982217	0.57562095	0.29021347	0.1965121	0.0110987425	0.46269906	0.4898808	0.0	0.6698973	0.7535775	0.0	0.05235386	6.213784E-4	0.08316058	0.24990427	0.039104164	0.010195553	5.9604645E-8	0.03146583	2.4437904E-6	0.0	0.0	0.025345802	0.02242738	6.3061714E-5	0.036880553	6.0796738E-6
22934	0.7697726	0.745298	0.52949274	0.45984674	0.18067414	0.8046022	0.704239	0.025557756	0.005434513	0.8046022	0.2700528	0.08736038	0.2311045	0.5637729	0.49144864	0.8046022	0.8046022	0.8046022	0.546487	0.6069771	0.2529025	2.3841858E-7	0.6630689	0.054038405	0.28926665	0.22261405	0.3115952	0.8046022	0.09318936	0.040548027	0.118395805	0.46439934	0.1739459	0.79339147	0.27880895	0.26983178	0.60961926	0.77286625
22936	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22937	0.9999991	0.92608297	0.038785517	0.99981785	0.023619354	1.0	0.9834784	0.26292527	0.99974394	1.0	1.0	0.99999285	1.0	9.843111E-4	1.0	0.9804737	0.99974906	1.0	0.9984615	3.1590462E-6	0.0608474	0.84805477	0.99950135	0.0	0.9517978	9.179115E-6	0.9028194	0.9999911	0.3397646	0.001228869	0.01412648	9.6696615E-4	0.0	0.9481958	0.2808807	1.2618303E-4	0.24911839	0.6868626
22938	9.228587E-4	0.007147491	0.1244725	0.09955132	0.72661734	0.0019559264	1.7881393E-7	0.0014047623	0.0021375418	0.005061269	0.015588641	0.12863404	0.0056171417	0.37294686	0.02362889	7.828474E-4	0.0038426518	0.004025221	7.7843666E-4	0.41815746	0.015579522	4.0352345E-5	0.11524063	0.08520031	0.009062946	2.6881695E-5	0.0020226836	0.0091257095	0.0	0.16602302	0.38357598	0.07278502	0.14654243	0.08224201	0.0595361	1.6450882E-5	0.2323044	0.021419704
2294	0.6278801	0.44959617	0.6499814	0.49816626	0.6499814	0.41672778	0.33786625	0.6499814	0.6499814	0.6499814	0.041410923	0.24809319	0.5776738	0.24993014	0.6499814	0.14287096	0.6499814	0.34189576	0.6499814	0.49819553	0.1759702	0.6499814	0.6499814	0.30153358	0.6499814	0.6133987	0.42806268	0.5524237	0.2124232	0.50308067	0.6499814	0.6499814	0.15317094	0.6499814	0.6499814	0.11374962	0.0465011	0.6499814
22941	0.52835476	0.52835476	0.52835476	0.52835476	0.26425743	0.52835476	0.52835476	0.01938045	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.16134936	0.52835476	0.52835476	0.52835476	0.15130734	0.52835476	0.52835476	0.1661036	0.52835476	0.38533056	0.52835476	0.52835476	0.52835476	0.2510684	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.52835476	0.3964575	0.52835476
22943	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.0	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.0	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.7071717	0.0	0.7071717	0.7071717	0.7071717	0.7071717	0.0	0.7071717	0.7071717
22944	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22947	0.6424693	0.025086343	0.6424693	0.6424693	0.6424693	0.6424693	0.48774678	0.119898915	0.6424693	0.6424693	0.6424693	0.6424693	0.6424693	4.2963028E-4	0.12823379	0.6424693	0.6424693	0.6424693	0.6424693	0.0022069216	0.6424693	0.6424693	0.6424693	0.022921562	0.6424693	0.48252004	0.46548986	0.6424693	0.6424693	0.6424693	0.6424693	0.6424693	0.50276756	0.6424693	0.6424693	0.14382035	0.18736511	0.6424693
22948	0.44806308	0.21832752	0.061262667	0.9957614	0.05034089	0.98795503	0.7541608	0.99102545	0.6326492	0.96627295	0.15799946	0.71595883	0.16875625	0.5510857	0.9438292	0.06333679	0.05178255	0.45898515	0.82838714	0.99464667	0.8751708	0.999424	0.934591	0.8441717	0.8304502	0.937412	0.6780232	0.9996157	0.9999995	0.66295636	1.7881393E-7	0.49235803	0.8329064	0.8169111	0.33302438	0.99929935	0.08590156	0.004595518
2295	0.5794323	1.5503168E-4	0.05519712	0.0018545389	0.062256217	0.27499902	4.158616E-4	0.81964666	0.81964666	0.81964666	0.070412874	0.56703067	0.32797742	0.0027307272	0.6504036	0.32163656	0.40391076	0.6687341	0.102532625	0.06474501	0.55739665	0.13798177	0.02602017	0.54041004	0.81964666	0.068590045	0.29519165	0.04899752	0.41933078	0.383762	0.22754502	0.7148378	0.5187987	0.15570736	0.73698914	8.34465E-7	0.3916052	0.47403157
22950	0.9999989	0.565429	0.94558406	0.9938695	4.0245056E-4	0.9999237	1.0	0.95293504	0.99159014	0.99999654	0.99999994	0.95144016	0.99999976	0.99839705	0.9962864	0.99998736	0.894019	0.9508054	0.9990618	0.9990504	0.559392	0.9998469	0.016805708	0.9987534	0.79721797	0.9995527	0.33085227	0.9999999	0.91237676	0.99178416	0.99780697	0.94231564	0.83774626	0.11436641	0.99999577	0.8876003	0.99905616	0.52102417
22953	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536	0.52835536
22954	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22955	0.4108172	0.48494816	0.17918622	0.87586874	0.49386293	0.17577177	0.77296716	0.91908884	0.9720198	0.794983	0.8050272	0.93284255	0.6629652	0.7689767	0.47325087	0.7042736	0.7675702	0.34769613	0.6081034	0.0	0.34566605	0.45851314	0.4677806	0.6584997	0.58739316	0.09261948	0.22583556	0.23887706	0.5143677	0.5839535	0.39266896	0.78839314	0.6395741	0.19054466	0.94637895	0.09560472	0.663111	0.83921206
2296	0.06710446	0.010482371	0.032095075	0.5834948	0.72854006	0.0041925907	0.26203656	0.34293574	0.24900371	0.55798376	0.014040828	0.72854006	0.00591141	6.9737434E-6	0.45989084	0.025044382	0.72854006	0.37895197	0.12840796	0.049765646	0.72854006	0.24001491	0.46384495	0.22903728	0.72854006	0.72854006	0.72854006	0.72854006	0.29324532	0.58913445	0.72854006	0.3265944	0.0016474724	0.6008131	0.053421974	0.020722091	0.57509303	0.72854006
2297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22974	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543	0.5292543
22976	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22977	0.07217997	0.42014122	0.08928174	1.2814999E-5	0.026570797	0.0037122965	0.0047884583	5.9604645E-8	0.0027028322	0.007789314	0.0050411224	0.10952717	0.0018981695	0.5021261	0.016990423	0.42981875	0.5112203	0.42939305	0.0073387623	4.7683716E-7	0.19172019	0.0029868484	0.17193937	0.015789926	0.52022654	0.0	0.19680697	1.308918E-4	0.6195054	0.37940145	0.6801013	0.5280903	0.28023845	7.644892E-4	0.36646706	0.011708319	0.036570728	0.54872215
22978	0.24973214	0.13137805	0.60934556	0.88820106	0.8886318	0.023841381	0.11890721	0.74698985	0.24801481	0.53546494	0.38359344	0.42479908	0.11980474	0.17401439	0.10642654	0.04817319	0.0034074187	0.6133535	0.038972497	0.0066937804	0.021171272	0.23239374	0.10779184	0.11009735	0.65845835	0.0032134652	0.29224825	0.0138968825	0.14761817	7.298589E-4	0.045149505	0.33407557	0.12859327	0.38854563	0.043448687	0.13841689	0.53873026	0.23140419
22979	0.99141335	0.9956214	0.9629671	0.9644705	0.004876077	0.9987001	0.9985902	0.9996904	0.9996904	0.9996904	0.9996904	0.9996904	0.7059253	0.67896175	0.9996904	0.84628916	0.3354255	0.9996904	0.83646715	0.54234326	0.50773346	0.37074304	0.9994016	0.9401132	0.99619484	0.26284933	0.9503666	0.9057121	0.90958214	0.9991221	0.9970353	0.98112434	0.8785412	0.74153894	0.99906266	0.8919633	0.9659156	0.9237976
22980	0.9953038	0.27284533	0.8749326	0.1259135	0.75385237	0.82314175	0.9962349	5.1915646E-5	0.12742943	0.72829753	0.51164925	0.0049570203	0.9382874	0.77246404	5.9604645E-8	0.98984843	0.8749948	0.054435313	0.9015831	0.45998204	0.0023171306	2.5629997E-5	0.029648542	0.042883396	0.162417	0.02733475	0.72198516	0.69621557	0.0057991743	0.4619326	0.11165583	0.34787107	0.0	0.16797543	0.87672365	0.0013431907	0.25454128	0.20486617
22981	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22982	0.46377456	0.43015707	0.02246964	0.8574892	0.3539244	0.85825557	0.82160574	0.4308964	0.2662958	0.7356708	0.4999081	0.36029232	0.71440494	0.45702243	0.19175547	0.04287833	0.533847	0.29017103	0.14704216	0.058823347	7.498264E-5	0.010027289	0.007080376	1.1008978E-4	0.004242718	0.032128096	0.06209135	0.33342373	0.03159666	5.298853E-4	1.6331673E-5	0.110466	0.09948397	0.059286296	0.024554133	0.59264016	0.31492364	0.010580003
22983	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
22984	2.026558E-6	0.043453336	0.5227972	0.39389288	0.07588893	0.38813418	0.7943541	0.001522541	1.1920929E-7	0.88656884	0.528183	3.182888E-5	0.8620908	0.12010038	0.98643064	0.6639557	0.022935212	0.68232983	0.068214536	0.24851781	0.34269607	0.19484532	0.047835648	0.023063958	1.0728836E-5	2.682209E-6	0.012892067	0.31818616	0.0	0.015613496	1.2743473E-4	0.34715343	0.037162304	2.8192997E-5	0.025172114	0.090512276	0.0	0.0052101016
22985	6.992221E-4	0.1754176	0.16766292	0.90759367	0.7525122	0.068840265	0.0065547824	0.1645183	6.431341E-5	0.4107648	0.0029631853	0.02241844	0.111032605	0.06906861	0.9108597	0.18455076	0.786778	0.82723796	0.78410065	0.25157517	0.38073212	0.013047159	0.6645398	0.0010128617	0.5928689	0.024196088	0.47074968	0.9154697	0.83042324	0.41500682	3.415346E-5	0.07355225	0.13934231	0.005338311	0.22967923	7.1525574E-7	0.9154697	0.01807934
22986	0.7468693	0.7468693	0.7468693	0.7468693	0.5807426	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.59529203	0.7468693	0.7468693	0.7468693	0.6140138	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7468693	0.7301134	0.7468693	0.59851754	0.7468693	0.7468693	0.7468693	0.7468693
22987	0.7749467	0.8115416	0.51483464	0.6476096	0.5189065	0.7743699	0.792341	0.60403687	0.7673683	0.7464222	0.80618393	0.72788405	0.79808754	0.602733	0.69944704	0.7781447	0.53810346	0.7135818	0.7345335	0.52845144	0.54244316	0.704331	0.7098912	0.58558947	0.63953537	0.6615162	0.73180735	0.7788124	0.7972882	0.6306195	0.57971	0.6050488	0.71873385	0.59751046	0.6717844	0.8023989	0.59705424	0.5706511
22989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2299	0.65982664	0.65982664	0.6589892	0.65982664	0.65982664	0.5684808	0.5603866	0.6505521	0.65982664	0.65982664	0.65982664	0.65982664	0.65982664	0.30112195	0.65982664	0.65982664	0.65982664	0.65982664	0.61518	0.34354365	0.09590489	0.65982664	0.65982664	0.65982664	0.65982664	0.0713563	0.3910014	0.4806409	0.30038106	0.65030223	0.19294798	0.57137644	0.29973114	0.14279681	0.65982664	0.26111704	0.6291691	0.65982664
